is_info_useful,missing_info,improvements,date,institution_cat,missing_info_en,improvements_en
0,"primero colocar todos los municipios del estado de veracruz de ignacio de la llave
segundo al asesor por linea telefonica aceptar la opcion deseada ya que no se tiene acseso",mayor informacion,449,128,first place all the municipalities of the state of veracruz of ignacio de la Llave second to the consultant by telephone line accept the desired option since there is no access,more information
0,no se puede agendar la cita.,el link no es correcto. no pude realizar el tramite de agendar una cita medica del issste,449,299,the appointment cannot be scheduled.,the link is not correct. I could not carry out the procedure to schedule an issste medical appointment
0,como imprimir el comprobante de que se paso revista de supervivencia,evitar tantas ventanas para un tramite,449,230,how to print the proof that you passed survival magazine,avoid so many windows for a paperwork
1,si hay personas que de zonas marginadas o de la sierra especialmente que no cuentan en su momento con su credencial para votar menos pasaporte . deberia haber otra opcion de identificarse como una carta ejidal o vecinal especialmente para urgencias y no negar este servicio vital.,en tener una opcion para identificarse las personas que estan en la sierra o zonas marginadas que en momentos de urgencia no cuentan con credencial para votar.,449,29,"if there are people who from marginalized areas or the mountains, especially who do not have their voting credentials at the time, less passport. There should be another option to identify yourself as an ejidal or neighborhood letter especially for emergencies and not deny this vital service.",in having an option to identify the people who are in the mountains or marginalized areas who in moments of urgency do not have a voting card.
1,,que se pudiera hacer en linea,449,235,,what could be done online
0,no se puede sacarlo por internet,no se puede cosultarni sacar el nuevo formato del curp,449,518,you can't get it online,it is not possible to consult the new format of the curp
1,que contesten  los telefonos de atencion,mas oficinas centrales en toda la republica,449,228,that the attention telephones answer,more central offices in all the republic
0,"facilitar todos los datos, no es claro en todo lo que se necesita. no aparece claro la forma de pago, ni estan las ligas a todos los documentos necesarios.","facilitar todos los datos, no es claro en todo lo que se necesita. no aparece claro la forma de pago, ni estan las ligas a todos los documentos necesarios.",449,217,"provide all the data, it is not clear at all what is needed. The payment method is not clear, nor are the links to all the necessary documents.","provide all the data, it is not clear at all what is needed. The payment method is not clear, nor are the links to all the necessary documents."
1,ser mas explicitos en la informacion,mucho mas agilidad en los tramites,449,87,be more explicit in the information,much more agility in the procedures
1,"si, que se establezcan los plazos que se tiene para presentar los tramites, por ejemplo 30 dias posteriores al fallecimiento, 1 , 2 ,  3 años , no se, lo que la ley establezca, ya que muchas veces , no se sabe que se cuenta con ese beneficio, y hasta tiempo despues es cuando se da uno cuenta, gracias","con una mayor informacion haciendo relacion a los establecido en ley, poniendo los articulos correspondientes a la informacion que se esta proporcionando",450,119,"Yes, that the deadlines for filing the procedures are established, for example 30 days after death, 1, 2, 3 years, I do not know what the law establishes, since many times, it is not known what counts with that benefit, and even later is when you realize it, thanks","with more information relating to those established by law, putting the articles corresponding to the information being provided"
1,que actualicen el formato electronico impi-00-001 ya que aun esta el del 2015 y por eso me rechazaron la solicitud porque aun no esta disponible el del 2017,la actualizacion oportuna de formatos electronicos para descargar,450,105,that they update the electronic format impi-00-001 since it is still the one from 2015 and that is why they rejected the application because the one from 2017 is not yet available,timely updating of electronic formats to download
